tweet_id,account_name,user_id,timestamp,text,links,repiles,retweets,favorites
971397046799187968,sharon rhutaseljones,1551167778,6:47 AM - 7 Mar 2018,#284  silent the swans glide along the lake the silver in your hair  ,,Null,8,11
971387042897780736,Debbi Antebi,179625288,6:08 AM - 7 Mar 2018,tree fort the stars still beyond reach  haiku windows:  tree fort window ,,Null,11,14
971375455331905536,575haiku,810950933094010881,5:22 AM - 7 Mar 2018,The shape I am in Mental and physically Colours my aura  ,,Null,4,16
971310710734061570,Haiku,774952801885618176,1:04 AM - 7 Mar 2018,new home we unpack our old habits  Debbi Antebi ,,Null,25,61
971083480477126657,Eve Castle Poet,800895182,10:01 AM - 6 Mar 2018,in crevice after crevice on the cliff face- wild azaleas  Shiki (1867-1902) ,,Null,11,20
971067376237268992,Aaron Armstrong,2320963161,8:57 AM - 6 Mar 2018,Didn't want to strike  Then you stopped my summer pay  I need to pay rent.  ,,Null,7,36
970700929778401280,ant ant ant ant ant,1388516370,8:41 AM - 5 Mar 2018,on the roof frost in the shape of tree shadows  ,,Null,22,44
970641680138416128,A,1645192772,4:46 AM - 5 Mar 2018,Enough of racism Enough of occupation Enough of terror  ,,Null,78,31
970626565334745088,Christina Sng,135446887,3:46 AM - 5 Mar 2018,monarch butterfly discovering how much I have changed  ~First Place  Caribbean Kigo Anniversary Kukai 2018 ,,Null,16,35
970515386864160768,tamaramiles,18286697,8:24 PM - 4 Mar 2018,Null,,Null,16,49
971502496584749057,Lisa Marie Shepherd,4849406597,1:46 PM - 7 Mar 2018,The constellations  make way for a new star to  burn bright from our loss  ,,Null,2,2
971494458637168641,The Huntington,44149300,1:15 PM - 7 Mar 2018,Meet Japanese writer Yone Noguchi  who helped introduce American poets to ,http://huntingtonblogs.org/2018/03/yone-noguchi-and-haiku-in-the-united-states/,Null,19,39
971407617192062976,Lucy Whitehead,969128243998744581,7:29 AM - 7 Mar 2018,caught in clouds of pink lace - cherry blossom  My haiku was  chosen in the Golden haiku competition to appear around Washington DC  this March. ,,Null,3,18
971373566804492289,Lorrie Bowden,2313320620,5:14 AM - 7 Mar 2018,Null,,Null,9,22
971373186221711361,RedBlueBlackSilver 🔴⏺️⚫⚪,918872667167457283,5:13 AM - 7 Mar 2018,First five syllables  Then the next line has seven  Then five again. Nature. ,,Null,3,3
971213920466886656,Extra Special Bitter,111669399,6:40 PM - 6 Mar 2018,tomorrow's forecast -- backyard Buddha unconcerned ,,Null,7,13
971135289820438528,575haiku,810950933094010881,1:27 PM - 6 Mar 2018,Too much confusion All the words march through my brain My pen the tamer  ,,Null,11,34
971111099721568258,Steven Chernick,262045518,11:51 AM - 6 Mar 2018,feeding silence  to midnight stars-- redwood roots    ,,Null,7,16
970690806720888832,Eve Castle Poet,800895182,8:01 AM - 5 Mar 2018,a man  just one - also a fly  just one - in the huge drawing room  -Issa ,,Null,7,16
970474101100990465,Al M, Words and Music,705185439179808768,5:40 PM - 4 Mar 2018,She carries herself like a red watering can love arcs in thin streams  ,,Null,26,75
970365053408088064,Chethana,3004271040,10:27 AM - 4 Mar 2018,Blessed are those lovers whose unbroken promises live on forever.  ,,Null,37,46
970364991605018625,Chethana,3004271040,10:26 AM - 4 Mar 2018,With resilience   she glued pieces of her heart until unbroken.  ,,Null,39,53
970361611641872384,Earl R. Keener,1935834500,10:13 AM - 4 Mar 2018,spring begins and  I am grateful for those who have responded to this birdhouse  to the voice that roosts inside me  ,,Null,7,10
970331283418071041,Roy Stalin,74765019,8:13 AM - 4 Mar 2018,His son is a clod  But I’ll miss Mr. Meyer. Chairlift to the sky.  ,,Null,8,31
970059711222566912,Rory gan Dabht,793800317473263616,2:13 PM - 3 Mar 2018,under the river a little stone dreams of her - gently spinning moon  ,,Null,17,40
970005995660431366,A,1645192772,10:40 AM - 3 Mar 2018,The (sounds) of freedom call all to help and support People of ,,Null,57,15
969969860439519232,Solasea,1538804364,8:16 AM - 3 Mar 2018,left over leaves muffle the ground in amber sounds  ,,Null,20,65
969903789946884096,A,1645192772,3:54 AM - 3 Mar 2018,Our ,,Null,26,14
969649659135356929,A,1645192772,11:04 AM - 2 Mar 2018,Null,,Null,35,16
969268196002926592,Haiku,774952801885618176,9:48 AM - 1 Mar 2018,will we meet again? here at your flowering grave: two white butterflies  Matsuo Bashō (1644-1694) ,,Null,46,99
971468539554082821,HaikuD2🌱,573601088,11:32 AM - 7 Mar 2018,Make the most out of • The time you have with your friends • These days are precious   —,,Null,3,7
971463348624637952,The Lively Cully Martin,965729795148431361,11:11 AM - 7 Mar 2018,Roswell star-gazing: Green men  tinfoil hats and beer. Probe me  Space Masters!  ,,Null,1,5
971416267704827904,Julie Gomez,492604254,8:04 AM - 7 Mar 2018,snowy solitude boldly outlines   every branch and twig     ,,Null,5,16
971085474088484864,Kira Lily Nash,897098728015876096,10:09 AM - 6 Mar 2018,gentle rain two deer graze quietly at the tree line  ,,Null,8,18
971053859232600066,Julie Gomez,492604254,8:04 AM - 6 Mar 2018,sound of tinsel snowflakes falling through the trees   ,,Null,19,90
971023061402169344,Eve Castle Poet,800895182,6:01 AM - 6 Mar 2018,old well  a fish leaps- dark sound  Yosa Buson (1715-83) ,,Null,5,7
970939087636058112,Paul Judges,132096492,12:28 AM - 6 Mar 2018,Crocuses stirring  like love's divine disturbance; riot of spring blooms.  ,https://yorkshirephoto.blogspot.co.uk/,Null,16,21
970832476850479105,Emma,834880397062201344,5:24 PM - 5 Mar 2018,there is Time and there’s Space - neither’s welcome to my Continuum  ,,Null,5,16
970663222800875524,sharon rhutaseljones,1551167778,6:12 AM - 5 Mar 2018,#283  ladybug beside me on the garden bench a white peony  ,,Null,8,8
970660945038016512,Eve Castle Poet,800895182,6:02 AM - 5 Mar 2018,look  oh how fearsome are the rouged fingers against the white chrysanthemum  -Chiyo ,,Null,8,11
970483258491219968,rob scott,41001777,6:16 PM - 4 Mar 2018,long winter - the darkness inside me  ,,Null,7,12
970393587606327296,Eve Castle Poet,800895182,12:20 PM - 4 Mar 2018,pale mountain sky cherry petals play as they tumble earthward  -Kusama Takako ,,Null,10,21
970336488427786243,Barbara H-R,2319982661,8:33 AM - 4 Mar 2018,This bench was 'our' bench Remember us sitting there Me and my mother  ,,Null,11,60
970335123987156992,🌺Strewn Petals🌺,3012954986,8:28 AM - 4 Mar 2018,downcast eyes lest he read her desire for him  aptly  ,,Null,16,39
970012430129647617,Haiku,774952801885618176,11:05 AM - 3 Mar 2018,the ringing of the bell drives me out of my bed quilting and into the cold...   Yosa Buson (1716-1783) ,,Null,15,29
969909950247038977,A,1645192772,4:18 AM - 3 Mar 2018,Smiling blossoms from the nice blessed city ,,Null,24,8
969214514435641345,A,1645192772,6:15 AM - 1 Mar 2018,Our ,,Null,32,18
968883923479678977,Earl R. Keener,1935834500,8:21 AM - 28 Feb 2018,Indian summer a yellowed postcard falls from the book  ,,Null,19,39
968183683726286848,ant ant ant ant ant,1388516370,9:59 AM - 26 Feb 2018,on the still life of pears the rapid shadows of a ceiling fan  ,,Null,17,62
967980376177238017,&&&,3119233505,8:31 PM - 25 Feb 2018,Do you like puzzles Let me teach you a new game Don’t breathe just listen ,,Null,0,0
971399576719683584,C. O'Banion Smith,2373078018,6:58 AM - 7 Mar 2018,Null,,Null,3,8
971383734929969153,Margo Kissell,817413065029390337,5:55 AM - 7 Mar 2018,Is THIS March madness? Snow during spring semester as they march to class. ,,Null,2,18
971220094771761152,DimpleVerse,729274353930637312,7:04 PM - 6 Mar 2018,Waiting for eventide To see reflection of Sun On Moon...  ,,Null,17,32
971103615875039232,Chethana,3004271040,11:21 AM - 6 Mar 2018,Don't hurt me. I forgive reluctantly. I don't forget  ever.  ,,Null,16,25
971054086912012288,Julie Gomez,492604254,8:05 AM - 6 Mar 2018,in the woods  raccoon tracks lead the way  ,,Null,18,105
971013981199568901,In Seventeen,899691367433162752,5:25 AM - 6 Mar 2018,Before the world comes between them  day and night steal a passionate kiss. ,,Null,5,17
970849139390144512,Dimple ©™,2299784766,6:30 PM - 5 Mar 2018,Whisper sweet nothings hear my heart rattle sound of excitement...  ,,Null,9,27
970735260454572032,Kimmy,265595650,10:58 AM - 5 Mar 2018,The window rattles On the darkest stormy nights New day restores calm  ,,Null,5,15
970711712973443073,A.M.Lewis,811303760748310528,9:24 AM - 5 Mar 2018,Null,,Null,11,11
970474912287731713,DimpleVerse,729274353930637312,5:43 PM - 4 Mar 2018,Wonders of the universe Looking back & be able to say I've survived with grace...  ,,Null,15,51
970329158294192128,sharon rhutaseljones,1551167778,8:04 AM - 4 Mar 2018,#282  espresso at dawn  snowonsnowonsnow  silent perfection   ,,Null,14,25
969914372758777857,Helen L.H. Wong,449385225,4:36 AM - 3 Mar 2018,I hear breeze in Spring  And love songs in birds singing. In fog  enchanting.  Beth Nielson Chapman - I Find Your Love ,https://youtu.be/hHcl0bbu0Gc https://twitter.com/helenwonglh/status/966953347642114048,Null,3,30
969742230289133568,Denise.Carruthers,2650794800,5:12 PM - 2 Mar 2018,Null,,Null,9,28
969526683224207361,cudd cwmwl,4838726139,2:55 AM - 2 Mar 2018,what we say what we don't say freezing rain  ,,Null,11,23
969273554406641664,A,1645192772,10:09 AM - 1 Mar 2018,Null,,Null,23,11
